ID_Cliente,Edad,Género,Ítem_Comprado,Categoría,Cantidad_Pagada (dólares),Ubicación,Talla,Color,Temporada,Calificación_Reseña,Suscripción,Tipo_Envío,Descuento,Compras_Anteriores,Tipo_Pago,Frecuencia_Compra
3376,51,Femenino,Botas,Calzado,"$98,00",Connecticut,XL,Amarillo,Otoño,"4,9",No,Express,No,8,Tarjeta de crédito,Anualmente
3377,22,Femenino,Sombrero,Accesorios,"$46,00",Ohio,M,Verde,Invierno,"4,1",No,Recogida en tienda,No,24,Dinero,Trimestral
3378,37,Femenino,Camisa,Ropa,"$32,00",Kentucky,M,Amarillo,Invierno,"4,6",No,Entrega al día siguiente,No,18,PayPal,Quincenal
3379,49,Femenino,Bermudas,Ropa,"$75,00",Minnesota,L,Oro,Otoño,"4,5",No,Entrega al día siguiente,No,6,Dinero,Trimestral
3380,61,Femenino,Bolso,Accesorios,"$51,00",Tennessee,L,Turquesa,Verano,"5,0",No,Recogida en tienda,No,40,Dinero,Semanalmente
3381,41,Femenino,Vestido,Ropa,"$52,00",North Dakota,L,Azul,Verano,"3,8",No,Estándar,No,6,PayPal,Trimestral
3382,57,Femenino,Sombrero,Accesorios,"$66,00",Minnesota,L,Turquesa,Invierno,"4,7",No,Estándar,No,27,Tarjeta de crédito,Trimestral
3383,34,Femenino,Jersey,Ropa,"$35,00",Nebraska,M,Granate,Primavera,"2,8",No,Express,No,2,Transferencia bancaria,Semanalmente
3384,27,Femenino,Abrigo,Ropa de abrigo,"$43,00",Delaware,M,Rosa,Otoño,"2,6",No,Entrega al día siguiente,No,39,Venmo,Quincenal
3385,39,Femenino,Sudadera,Ropa,"$24,00",Minnesota,L,Granate,Verano,"3,8",No,Envío gratis,No,9,Venmo,Trimestral
3386,62,Femenino,Joyas,Accesorios,"$83,00",Rhode Island,M,Aceituna,Invierno,"2,8",No,Estándar,No,16,Tarjeta de crédito,Trimestral
3387,34,Femenino,Camiseta,Ropa,"$62,00",Michigan,M,Lavanda,Otoño,"2,6",No,Envío en 2 días,No,36,Dinero,Trimestral
3388,53,Femenino,Pantalones,Ropa,"$78,00",New Jersey,S,Rosa,Primavera,"3,4",No,Envío en 2 días,No,2,Tarjeta de crédito,Quincenal
3389,35,Femenino,Jersey,Ropa,"$61,00",South Dakota,M,Cian,Primavera,"4,5",No,Recogida en tienda,No,21,Tarjeta de crédito,Semanalmente
3390,38,Femenino,Pantalones,Ropa,"$57,00",North Carolina,L,Granate,Otoño,"3,8",No,Envío gratis,No,39,Venmo,Anualmente
3391,32,Femenino,Medias,Ropa,"$70,00",Oregon,S,Rojo,Verano,"3,0",No,Entrega al día siguiente,No,38,PayPal,Anualmente
3392,47,Femenino,Sudadera,Ropa,"$57,00",Montana,M,Plata,Otoño,"3,7",No,Envío en 2 días,No,6,Tarjeta de débito,Trimestral
3393,53,Femenino,Bufanda,Accesorios,"$74,00",New Jersey,XL,Azul,Invierno,"4,4",No,Envío gratis,No,6,Venmo,Quincenal
3394,60,Femenino,Vestido,Ropa,"$90,00",Arizona,M,Oro,Otoño,"3,1",No,Entrega al día siguiente,No,50,Tarjeta de débito,Mensual
3395,31,Femenino,Sandalias,Calzado,"$98,00",Vermont,S,Amarillo,Primavera,"4,2",No,Recogida en tienda,No,9,PayPal,Anualmente
3396,44,Femenino,Vestido,Ropa,"$43,00",Colorado,M,Plata,Invierno,"3,1",No,Envío gratis,No,15,Tarjeta de débito,Trimestral
3397,29,Femenino,Pantalones,Ropa,"$37,00",Tennessee,XL,Negro,Invierno,"5,0",No,Entrega al día siguiente,No,5,PayPal,Trimestral
3398,19,Femenino,Blusa,Ropa,"$38,00",New Jersey,L,Amarillo,Verano,"2,7",No,Estándar,No,13,Transferencia bancaria,Quincenal
3399,54,Femenino,Vaqueros,Ropa,"$60,00",Montana,L,Rosa,Invierno,"3,8",No,Estándar,No,44,Dinero,Quincenal
3400,40,Femenino,Pantalones,Ropa,"$55,00",Montana,XL,Amarillo,Invierno,"3,3",No,Estándar,No,36,Tarjeta de débito,Anualmente
3401,39,Femenino,Gafas de sol,Accesorios,"$51,00",Nevada,M,Lavanda,Otoño,"4,8",No,Envío gratis,No,18,Venmo,Quincenal
3402,44,Femenino,Mochila,Accesorios,"$71,00",Nevada,L,Durazno,Invierno,"3,4",No,Estándar,No,39,Tarjeta de crédito,Semanalmente
3403,22,Femenino,Sudadera,Ropa,"$61,00",Louisiana,M,Negro,Primavera,"4,4",No,Envío en 2 días,No,11,PayPal,Trimestral
3404,30,Femenino,Botas,Calzado,"$65,00",Illinois,M,Aceituna,Verano,"3,9",No,Estándar,No,1,Dinero,Quincenal
3405,69,Femenino,Guantes,Accesorios,"$34,00",South Carolina,L,Aceituna,Otoño,"3,9",No,Envío en 2 días,No,34,Tarjeta de crédito,Anualmente
3406,28,Femenino,Blusa,Ropa,"$87,00",Washington,M,Blanco,Verano,"4,2",No,Recogida en tienda,No,47,Transferencia bancaria,Quincenal
3407,57,Femenino,Jersey,Ropa,"$79,00",Nebraska,M,Rojo,Primavera,"4,0",No,Recogida en tienda,No,24,Venmo,Trimestral
3408,46,Femenino,Vestido,Ropa,"$46,00",Alabama,S,Púrpura,Primavera,"2,6",No,Recogida en tienda,No,20,Dinero,Trimestral
3409,48,Femenino,Medias,Ropa,"$72,00",Montana,L,Púrpura,Verano,"4,4",No,Estándar,No,11,Transferencia bancaria,Anualmente
3410,24,Femenino,Camisa,Ropa,"$93,00",Minnesota,M,Verde azulado,Verano,"3,2",No,Entrega al día siguiente,No,3,Tarjeta de crédito,Trimestral
3411,50,Femenino,Sandalias,Calzado,"$76,00",Ohio,L,Verde azulado,Verano,"4,3",No,Envío gratis,No,38,Transferencia bancaria,Quincenal
3412,29,Femenino,Zapatos,Calzado,"$56,00",New York,L,Gris,Invierno,"4,9",No,Envío en 2 días,No,45,Dinero,Semanalmente
3413,61,Femenino,Sandalias,Calzado,"$83,00",Indiana,M,Magenta,Otoño,"3,8",No,Recogida en tienda,No,31,Venmo,Trimestral
3414,34,Femenino,Guantes,Accesorios,"$90,00",Delaware,XL,Negro,Invierno,"2,5",No,Express,No,16,PayPal,Quincenal
3415,27,Femenino,Botas,Calzado,"$94,00",Connecticut,M,Granate,Primavera,"4,9",No,Entrega al día siguiente,No,3,Transferencia bancaria,Trimestral
3416,38,Femenino,Blusa,Ropa,"$68,00",New York,M,Oro,Otoño,"3,0",No,Envío en 2 días,No,15,Transferencia bancaria,Anualmente
3417,25,Femenino,Sandalias,Calzado,"$53,00",Alabama,M,Púrpura,Primavera,"3,2",No,Recogida en tienda,No,11,Transferencia bancaria,Trimestral
3418,54,Femenino,Abrigo,Ropa de abrigo,"$35,00",Massachusetts,M,Azul,Verano,"2,9",No,Envío en 2 días,No,22,Tarjeta de débito,Quincenal
3419,53,Femenino,Chaqueta,Ropa de abrigo,"$30,00",South Carolina,M,Beige,Verano,"2,8",No,Envío gratis,No,35,Tarjeta de débito,Anualmente
3420,23,Femenino,Joyas,Accesorios,"$26,00",West Virginia,L,Índigo,Invierno,"3,1",No,Recogida en tienda,No,5,Venmo,Quincenal
3421,19,Femenino,Sombrero,Accesorios,"$60,00",Kentucky,M,Púrpura,Invierno,"3,4",No,Express,No,35,PayPal,Quincenal
3422,57,Femenino,Zapatos,Calzado,"$30,00",New Jersey,M,Granate,Verano,"2,9",No,Envío gratis,No,27,PayPal,Semanalmente
3423,19,Femenino,Abrigo,Ropa de abrigo,"$91,00",New York,L,Beige,Invierno,"3,2",No,Entrega al día siguiente,No,9,Venmo,Mensual
3424,33,Femenino,Botas,Calzado,"$71,00",Massachusetts,M,Marrón,Primavera,"3,8",No,Entrega al día siguiente,No,21,PayPal,Quincenal
3425,33,Femenino,Bufanda,Accesorios,"$64,00",Florida,L,Verde,Verano,"3,6",No,Envío en 2 días,No,23,Tarjeta de crédito,Mensual
3426,38,Femenino,Sombrero,Accesorios,"$54,00",Michigan,M,Azul,Verano,"4,3",No,Entrega al día siguiente,No,3,Tarjeta de débito,Quincenal
3427,47,Femenino,Medias,Ropa,"$35,00",Oregon,XL,Magenta,Otoño,"4,8",No,Envío en 2 días,No,31,Tarjeta de crédito,Anualmente
3428,39,Femenino,Camiseta,Ropa,"$38,00",Michigan,XL,Turquesa,Invierno,"2,5",No,Recogida en tienda,No,44,Dinero,Anualmente
3429,32,Femenino,Joyas,Accesorios,"$69,00",Washington,M,Gris,Otoño,"2,5",No,Entrega al día siguiente,No,20,Venmo,Mensual
3430,27,Femenino,Falda,Ropa,"$96,00",Alaska,S,Púrpura,Invierno,"4,6",No,Express,No,34,Tarjeta de débito,Semanalmente
3431,67,Femenino,Medias,Ropa,"$73,00",Montana,M,Lavanda,Invierno,"4,2",No,Entrega al día siguiente,No,17,Transferencia bancaria,Trimestral
3432,46,Femenino,Cinturón,Accesorios,"$49,00",New Mexico,S,Verde,Verano,"4,2",No,Express,No,20,Venmo,Anualmente
3433,36,Femenino,Botas,Calzado,"$44,00",Connecticut,M,Gris,Verano,"4,8",No,Envío en 2 días,No,46,PayPal,Trimestral
3434,62,Femenino,Medias,Ropa,"$93,00",Alaska,M,Amarillo,Primavera,"4,5",No,Envío gratis,No,28,PayPal,Anualmente
3435,31,Femenino,Pantalones,Ropa,"$72,00",Ohio,S,Naranja,Verano,"3,3",No,Envío en 2 días,No,6,Venmo,Quincenal
3436,68,Femenino,Medias,Ropa,"$91,00",Montana,M,Beige,Verano,"2,7",No,Envío en 2 días,No,50,Tarjeta de débito,Quincenal
3437,57,Femenino,Cinturón,Accesorios,"$83,00",Nebraska,L,Durazno,Invierno,"2,8",No,Envío en 2 días,No,41,Transferencia bancaria,Mensual
3438,22,Femenino,Chaqueta,Ropa de abrigo,"$62,00",Oklahoma,S,Verde,Invierno,"3,5",No,Envío en 2 días,No,50,PayPal,Anualmente
3439,26,Femenino,Camisa,Ropa,"$71,00",Kentucky,M,Violeta,Otoño,"3,0",No,Recogida en tienda,No,33,Tarjeta de crédito,Mensual
3440,43,Femenino,Guantes,Accesorios,"$93,00",Idaho,M,Gris,Verano,"4,5",No,Express,No,25,Venmo,Trimestral
3441,45,Femenino,Bolso,Accesorios,"$63,00",Maryland,L,Magenta,Otoño,"4,3",No,Envío en 2 días,No,2,PayPal,Semanalmente
3442,64,Femenino,Jersey,Ropa,"$96,00",Tennessee,XL,Carbón,Otoño,"4,1",No,Estándar,No,15,Tarjeta de crédito,Anualmente
3443,28,Femenino,Falda,Ropa,"$78,00",Michigan,M,Violeta,Primavera,"4,3",No,Entrega al día siguiente,No,12,PayPal,Semanalmente
3444,47,Femenino,Vestido,Ropa,"$24,00",Tennessee,L,Plata,Verano,"5,0",No,Envío gratis,No,28,Dinero,Quincenal
3445,53,Femenino,Pantalones,Ropa,"$63,00",Rhode Island,S,Verde,Verano,"3,8",No,Envío en 2 días,No,12,Transferencia bancaria,Quincenal
3446,42,Femenino,Sombrero,Accesorios,"$58,00",Florida,M,Magenta,Otoño,"4,9",No,Estándar,No,3,Tarjeta de débito,Anualmente
3447,51,Femenino,Botas,Calzado,"$55,00",Louisiana,S,Púrpura,Primavera,"5,0",No,Envío en 2 días,No,20,Dinero,Semanalmente
3448,62,Femenino,Sandalias,Calzado,"$58,00",Arkansas,M,Azul,Otoño,"4,3",No,Express,No,3,Transferencia bancaria,Quincenal
3449,18,Femenino,Abrigo,Ropa de abrigo,"$28,00",Kentucky,S,Amarillo,Invierno,"4,1",No,Express,No,32,Transferencia bancaria,Quincenal
3450,48,Femenino,Blusa,Ropa,"$37,00",Kansas,M,Marrón,Primavera,"4,5",No,Estándar,No,35,Dinero,Mensual
3451,20,Femenino,Bermudas,Ropa,"$78,00",Vermont,M,Rosa,Primavera,"3,6",No,Recogida en tienda,No,31,PayPal,Mensual
3452,32,Femenino,Blusa,Ropa,"$73,00",Nevada,XL,Plata,Otoño,"3,0",No,Envío gratis,No,13,Tarjeta de crédito,Anualmente
3453,26,Femenino,Chaqueta,Ropa de abrigo,"$20,00",Oklahoma,M,Índigo,Primavera,"3,7",No,Entrega al día siguiente,No,3,Venmo,Quincenal
3454,31,Femenino,Camisa,Ropa,"$60,00",Alabama,L,Rosa,Invierno,"4,3",No,Estándar,No,48,Venmo,Quincenal
3455,55,Femenino,Bolso,Accesorios,"$71,00",Louisiana,S,Lavanda,Otoño,"4,6",No,Recogida en tienda,No,15,PayPal,Quincenal
3456,49,Femenino,Camiseta,Ropa,"$89,00",Ohio,M,Naranja,Otoño,"4,7",No,Estándar,No,13,Venmo,Anualmente
3457,42,Femenino,Sudadera,Ropa,"$53,00",Texas,M,Rojo,Otoño,"4,6",No,Express,No,21,Venmo,Mensual
3458,64,Femenino,Joyas,Accesorios,"$87,00",Maryland,M,Gris,Verano,"3,0",No,Express,No,29,Dinero,Quincenal
3459,68,Femenino,Joyas,Accesorios,"$37,00",West Virginia,L,Violeta,Primavera,"3,4",No,Estándar,No,24,Venmo,Trimestral
3460,68,Femenino,Sudadera,Ropa,"$37,00",Ohio,L,Verde,Otoño,"3,8",No,Express,No,21,PayPal,Anualmente
3461,41,Femenino,Bufanda,Accesorios,"$78,00",Indiana,M,Oro,Primavera,"3,1",No,Express,No,5,Transferencia bancaria,Quincenal
3462,51,Femenino,Zapatos,Calzado,"$23,00",Wyoming,S,Granate,Primavera,"4,4",No,Estándar,No,47,Dinero,Trimestral
3463,44,Femenino,Vaqueros,Ropa,"$73,00",Michigan,L,Aceituna,Primavera,"4,5",No,Estándar,No,34,Tarjeta de crédito,Trimestral
3464,27,Femenino,Joyas,Accesorios,"$27,00",Maine,M,Amarillo,Otoño,"2,8",No,Envío en 2 días,No,45,PayPal,Quincenal
3465,36,Femenino,Abrigo,Ropa de abrigo,"$59,00",Utah,S,Durazno,Invierno,"2,7",No,Entrega al día siguiente,No,12,PayPal,Anualmente
3466,19,Femenino,Mochila,Accesorios,"$53,00",Iowa,M,Oro,Primavera,"3,4",No,Estándar,No,31,Tarjeta de débito,Semanalmente
3467,49,Femenino,Medias,Ropa,"$42,00",Maryland,S,Púrpura,Verano,"4,6",No,Estándar,No,43,Transferencia bancaria,Anualmente
3468,18,Femenino,Bufanda,Accesorios,"$45,00",Texas,M,Carbón,Otoño,"5,0",No,Entrega al día siguiente,No,5,Tarjeta de crédito,Anualmente
3469,36,Femenino,Gafas de sol,Accesorios,"$89,00",Ohio,S,Índigo,Invierno,"3,5",No,Estándar,No,36,Tarjeta de débito,Trimestral
3470,36,Femenino,Medias,Ropa,"$85,00",North Dakota,L,Magenta,Otoño,"3,3",No,Recogida en tienda,No,12,Dinero,Anualmente
3471,19,Femenino,Abrigo,Ropa de abrigo,"$69,00",West Virginia,S,Aceituna,Verano,"4,5",No,Envío gratis,No,31,Dinero,Quincenal
3472,43,Femenino,Sandalias,Calzado,"$66,00",North Carolina,S,Azul,Primavera,"3,1",No,Recogida en tienda,No,31,Dinero,Quincenal
3473,31,Femenino,Blusa,Ropa,"$42,00",Georgia,S,Blanco,Verano,"4,0",No,Envío gratis,No,15,Tarjeta de débito,Semanalmente
3474,63,Femenino,Vestido,Ropa,"$40,00",Kansas,M,Cian,Primavera,"2,5",No,Express,No,11,Dinero,Semanalmente
3475,41,Femenino,Pantalones,Ropa,"$82,00",Maine,M,Cian,Invierno,"4,4",No,Recogida en tienda,No,18,Venmo,Mensual
3476,48,Femenino,Zapatillas,Calzado,"$88,00",South Carolina,M,Naranja,Primavera,"4,4",No,Express,No,9,Dinero,Trimestral
3477,68,Femenino,Botas,Calzado,"$99,00",South Carolina,XL,Naranja,Verano,"3,2",No,Envío gratis,No,11,Dinero,Semanalmente
3478,53,Femenino,Bolso,Accesorios,"$85,00",Kentucky,S,Verde azulado,Primavera,"3,8",No,Recogida en tienda,No,38,Tarjeta de débito,Quincenal
3479,36,Femenino,Bolso,Accesorios,"$57,00",Arizona,M,Magenta,Otoño,"4,6",No,Recogida en tienda,No,42,PayPal,Trimestral
3480,46,Femenino,Jersey,Ropa,"$56,00",New York,S,Naranja,Verano,"4,9",No,Estándar,No,41,Dinero,Mensual
3481,21,Femenino,Sandalias,Calzado,"$79,00",New Hampshire,L,Durazno,Invierno,"3,5",No,Envío gratis,No,45,PayPal,Mensual
3482,52,Femenino,Medias,Ropa,"$67,00",Ohio,S,Granate,Verano,"3,4",No,Recogida en tienda,No,41,Tarjeta de débito,Quincenal
3483,66,Femenino,Guantes,Accesorios,"$61,00",Hawaii,M,Oro,Invierno,"3,9",No,Entrega al día siguiente,No,35,Tarjeta de débito,Semanalmente
3484,19,Femenino,Sudadera,Ropa,"$37,00",Texas,L,Blanco,Invierno,"3,9",No,Express,No,21,Tarjeta de crédito,Trimestral
3485,44,Femenino,Vestido,Ropa,"$75,00",Illinois,L,Gris,Otoño,"4,2",No,Envío gratis,No,13,Tarjeta de crédito,Quincenal
3486,50,Femenino,Camisa,Ropa,"$21,00",Massachusetts,XL,Marrón,Invierno,"3,4",No,Estándar,No,23,Tarjeta de débito,Quincenal
3487,51,Femenino,Bermudas,Ropa,"$89,00",North Carolina,L,Carbón,Invierno,"4,9",No,Estándar,No,6,PayPal,Semanalmente
3488,25,Femenino,Sandalias,Calzado,"$24,00",West Virginia,L,Beige,Otoño,"2,9",No,Recogida en tienda,No,39,Transferencia bancaria,Anualmente
3489,62,Femenino,Jersey,Ropa,"$27,00",Delaware,XL,Verde azulado,Primavera,"4,9",No,Recogida en tienda,No,7,Dinero,Trimestral
3490,48,Femenino,Vestido,Ropa,"$26,00",Idaho,L,Negro,Verano,"4,6",No,Envío en 2 días,No,32,PayPal,Trimestral
3491,62,Femenino,Botas,Calzado,"$82,00",Oregon,M,Violeta,Primavera,"3,6",No,Recogida en tienda,No,43,Tarjeta de crédito,Trimestral
3492,22,Femenino,Pantalones,Ropa,"$28,00",Maine,M,Naranja,Invierno,"4,3",No,Express,No,15,Dinero,Mensual
3493,48,Femenino,Guantes,Accesorios,"$65,00",South Dakota,M,Turquesa,Otoño,"4,6",No,Estándar,No,48,Transferencia bancaria,Anualmente
3494,48,Femenino,Pantalones,Ropa,"$82,00",New Mexico,XL,Negro,Invierno,"4,7",No,Recogida en tienda,No,35,Tarjeta de crédito,Semanalmente
3495,62,Femenino,Bufanda,Accesorios,"$38,00",Washington,M,Plata,Invierno,"3,5",No,Envío gratis,No,41,PayPal,Trimestral
3496,24,Femenino,Bermudas,Ropa,"$33,00",Georgia,XL,Gris,Primavera,"2,8",No,Envío gratis,No,14,Dinero,Semanalmente
3497,39,Femenino,Zapatos,Calzado,"$38,00",Idaho,M,Rosa,Verano,"4,0",No,Envío gratis,No,22,PayPal,Mensual
3498,35,Femenino,Bolso,Accesorios,"$48,00",Colorado,M,Rojo,Primavera,"4,3",No,Recogida en tienda,No,16,Venmo,Trimestral
3499,47,Femenino,Sandalias,Calzado,"$35,00",Kentucky,M,Lavanda,Verano,"3,8",No,Estándar,No,2,Transferencia bancaria,Quincenal
3500,22,Femenino,Medias,Ropa,"$29,00",New Jersey,L,Índigo,Otoño,"3,0",No,Entrega al día siguiente,No,13,PayPal,Trimestral
3501,38,Femenino,Camisa,Ropa,"$48,00",Oregon,S,Plata,Otoño,"4,6",No,Entrega al día siguiente,No,38,Tarjeta de débito,Quincenal
3502,53,Femenino,Zapatos,Calzado,"$87,00",Nebraska,M,Plata,Otoño,"4,8",No,Estándar,No,43,Transferencia bancaria,Semanalmente
3503,31,Femenino,Mochila,Accesorios,"$62,00",Massachusetts,M,Verde,Otoño,"4,7",No,Entrega al día siguiente,No,26,Transferencia bancaria,Trimestral
3504,31,Femenino,Camisa,Ropa,"$96,00",Nebraska,M,Rosa,Primavera,"3,9",No,Envío gratis,No,39,Dinero,Semanalmente
3505,65,Femenino,Bolso,Accesorios,"$41,00",Hawaii,S,Violeta,Otoño,"4,0",No,Entrega al día siguiente,No,50,Venmo,Mensual
3506,48,Femenino,Joyas,Accesorios,"$42,00",Indiana,L,Rojo,Invierno,"3,7",No,Envío en 2 días,No,40,Transferencia bancaria,Trimestral
3507,18,Femenino,Camisa,Ropa,"$57,00",Illinois,L,Aceituna,Invierno,"3,7",No,Envío en 2 días,No,12,Dinero,Quincenal
3508,46,Femenino,Bolso,Accesorios,"$65,00",Colorado,S,Púrpura,Primavera,"4,2",No,Recogida en tienda,No,33,Tarjeta de crédito,Trimestral
3509,52,Femenino,Pantalones,Ropa,"$54,00",Pennsylvania,M,Gris,Otoño,"4,7",No,Estándar,No,49,Transferencia bancaria,Semanalmente
3510,50,Femenino,Camiseta,Ropa,"$22,00",Ohio,L,Marrón,Invierno,"4,3",No,Entrega al día siguiente,No,43,Venmo,Quincenal
3511,49,Femenino,Zapatillas,Calzado,"$96,00",Pennsylvania,S,Naranja,Otoño,"4,9",No,Envío en 2 días,No,14,Venmo,Mensual
3512,69,Femenino,Joyas,Accesorios,"$81,00",Mississippi,M,Azul,Verano,"3,9",No,Envío en 2 días,No,21,Tarjeta de crédito,Trimestral
3513,36,Femenino,Camisa,Ropa,"$46,00",Kentucky,M,Blanco,Otoño,"3,4",No,Envío gratis,No,31,Tarjeta de débito,Trimestral
3514,30,Femenino,Blusa,Ropa,"$74,00",Alaska,XL,Carbón,Primavera,"4,2",No,Recogida en tienda,No,29,Tarjeta de crédito,Quincenal
3515,25,Femenino,Zapatillas,Calzado,"$50,00",Georgia,XL,Gris,Invierno,"4,7",No,Express,No,32,Dinero,Mensual
3516,19,Femenino,Vestido,Ropa,"$80,00",South Dakota,XL,Carbón,Invierno,"4,0",No,Entrega al día siguiente,No,16,Tarjeta de débito,Quincenal
3517,34,Femenino,Botas,Calzado,"$56,00",South Carolina,S,Blanco,Verano,"4,0",No,Envío gratis,No,38,PayPal,Quincenal
3518,29,Femenino,Falda,Ropa,"$69,00",Tennessee,M,Naranja,Invierno,"3,1",No,Entrega al día siguiente,No,34,Tarjeta de débito,Trimestral
3519,50,Femenino,Camisa,Ropa,"$97,00",Colorado,M,Negro,Primavera,"4,2",No,Estándar,No,30,PayPal,Trimestral
3520,31,Femenino,Bermudas,Ropa,"$66,00",Wisconsin,M,Blanco,Invierno,"3,7",No,Entrega al día siguiente,No,14,Transferencia bancaria,Quincenal
3521,41,Femenino,Sombrero,Accesorios,"$70,00",Georgia,S,Marrón,Primavera,"3,1",No,Express,No,33,Transferencia bancaria,Mensual
3522,52,Femenino,Zapatos,Calzado,"$50,00",Maryland,M,Rosa,Invierno,"3,7",No,Recogida en tienda,No,35,Venmo,Semanalmente
3523,27,Femenino,Pantalones,Ropa,"$85,00",New Jersey,M,Amarillo,Primavera,"3,2",No,Recogida en tienda,No,13,Dinero,Trimestral
3524,49,Femenino,Mochila,Accesorios,"$59,00",Nevada,M,Cian,Verano,"2,8",No,Estándar,No,30,Dinero,Quincenal
3525,69,Femenino,Pantalones,Ropa,"$74,00",Michigan,L,Plata,Verano,"2,9",No,Envío gratis,No,30,Tarjeta de crédito,Mensual
3526,45,Femenino,Gafas de sol,Accesorios,"$38,00",Wyoming,L,Aceituna,Invierno,"3,5",No,Estándar,No,47,Transferencia bancaria,Anualmente
3527,20,Femenino,Jersey,Ropa,"$99,00",Massachusetts,M,Aceituna,Primavera,"3,8",No,Express,No,1,PayPal,Trimestral
3528,25,Femenino,Blusa,Ropa,"$97,00",Washington,S,Carbón,Primavera,"4,7",No,Envío gratis,No,1,Dinero,Semanalmente
3529,38,Femenino,Bufanda,Accesorios,"$67,00",Maine,L,Gris,Verano,"4,5",No,Envío gratis,No,33,PayPal,Anualmente
3530,55,Femenino,Camiseta,Ropa,"$20,00",Montana,S,Granate,Invierno,"3,9",No,Entrega al día siguiente,No,43,Transferencia bancaria,Semanalmente
3531,62,Femenino,Gafas de sol,Accesorios,"$45,00",Oklahoma,L,Negro,Primavera,"3,4",No,Express,No,37,PayPal,Semanalmente
3532,54,Femenino,Zapatos,Calzado,"$52,00",North Dakota,XL,Violeta,Invierno,"4,6",No,Envío en 2 días,No,23,Dinero,Trimestral
3533,61,Femenino,Pantalones,Ropa,"$68,00",Connecticut,L,Índigo,Otoño,"4,6",No,Estándar,No,12,Tarjeta de crédito,Anualmente
3534,50,Femenino,Zapatillas,Calzado,"$98,00",Texas,L,Amarillo,Otoño,"4,7",No,Estándar,No,30,Venmo,Quincenal
3535,65,Femenino,Zapatos,Calzado,"$83,00",Delaware,M,Gris,Otoño,"3,2",No,Express,No,7,Dinero,Semanalmente
3536,68,Femenino,Bermudas,Ropa,"$51,00",Mississippi,M,Rojo,Verano,"5,0",No,Express,No,20,Tarjeta de débito,Mensual
3537,55,Femenino,Bolso,Accesorios,"$21,00",Minnesota,L,Durazno,Primavera,"4,5",No,Express,No,10,Venmo,Mensual
3538,57,Femenino,Bolso,Accesorios,"$92,00",Georgia,M,Gris,Primavera,"3,5",No,Estándar,No,40,Tarjeta de crédito,Trimestral
3539,56,Femenino,Zapatos,Calzado,"$63,00",Iowa,S,Blanco,Primavera,"4,5",No,Recogida en tienda,No,21,Venmo,Mensual
3540,29,Femenino,Joyas,Accesorios,"$56,00",New York,S,Verde,Primavera,"3,2",No,Express,No,17,Tarjeta de crédito,Quincenal
3541,24,Femenino,Bermudas,Ropa,"$95,00",Nevada,M,Magenta,Primavera,"4,6",No,Envío gratis,No,5,Transferencia bancaria,Semanalmente
3542,59,Femenino,Blusa,Ropa,"$66,00",Virginia,M,Aceituna,Invierno,"4,0",No,Entrega al día siguiente,No,22,PayPal,Anualmente
3543,62,Femenino,Abrigo,Ropa de abrigo,"$28,00",Idaho,S,Aceituna,Primavera,"4,2",No,Express,No,5,Venmo,Semanalmente
3544,58,Femenino,Sombrero,Accesorios,"$83,00",Colorado,M,Azul,Invierno,"4,1",No,Estándar,No,18,PayPal,Trimestral
3545,64,Femenino,Medias,Ropa,"$55,00",Wisconsin,XL,Carbón,Otoño,"3,6",No,Envío en 2 días,No,42,Dinero,Trimestral
3546,48,Femenino,Sandalias,Calzado,"$28,00",Connecticut,M,Amarillo,Primavera,"3,7",No,Envío en 2 días,No,22,Tarjeta de débito,Anualmente
3547,60,Femenino,Bufanda,Accesorios,"$79,00",Kansas,M,Violeta,Verano,"3,6",No,Envío gratis,No,37,Transferencia bancaria,Quincenal
3548,52,Femenino,Bufanda,Accesorios,"$31,00",Pennsylvania,L,Magenta,Verano,"3,8",No,Estándar,No,23,Tarjeta de crédito,Anualmente
3549,63,Femenino,Blusa,Ropa,"$37,00",Utah,M,Rojo,Otoño,"3,0",No,Estándar,No,47,Tarjeta de débito,Quincenal
3550,44,Femenino,Camiseta,Ropa,"$34,00",Oregon,M,Cian,Verano,"3,4",No,Envío en 2 días,No,11,Transferencia bancaria,Quincenal
3551,63,Femenino,Zapatos,Calzado,"$74,00",West Virginia,S,Naranja,Invierno,"4,8",No,Estándar,No,32,Dinero,Semanalmente
3552,66,Femenino,Guantes,Accesorios,"$31,00",Montana,L,Negro,Primavera,"2,6",No,Recogida en tienda,No,20,Venmo,Semanalmente
3553,22,Femenino,Gafas de sol,Accesorios,"$66,00",Kentucky,M,Azul,Invierno,"2,9",No,Entrega al día siguiente,No,3,PayPal,Trimestral
3554,62,Femenino,Zapatos,Calzado,"$99,00",Minnesota,M,Carbón,Primavera,"4,9",No,Envío gratis,No,32,Transferencia bancaria,Semanalmente
3555,39,Femenino,Vestido,Ropa,"$55,00",Louisiana,M,Índigo,Primavera,"5,0",No,Envío gratis,No,5,Tarjeta de crédito,Quincenal
3556,25,Femenino,Blusa,Ropa,"$23,00",Delaware,L,Plata,Primavera,"4,6",No,Entrega al día siguiente,No,45,Dinero,Trimestral
3557,70,Femenino,Jersey,Ropa,"$88,00",Arizona,M,Marrón,Otoño,"4,2",No,Express,No,43,Dinero,Quincenal
